titre,date_affichée,date_debut,date_fin,description,lieu_nom,lieu_adresse,image_url,event_link,genre
"Manon Bril ""Rodage en mode tranquille""",ven. 4 avr. - sam. 5 avr. 2025,2025-04-04T19:00:00+02:00,2025-04-05T19:00:00+02:00,"Tu veux savoir pourquoi les statues dans les musées ont des petites teubs ?
Ce n'est pas un hasard. (Oui maintenant t'as envie de venir). 
 
Docteure en histoire, Manon Bril fait de la vulgarisation sur internet depuis 2015, et désormais sur scène pour vous expliquer que rien n'a ""toujours été comme ça"". Par exemple à Rome on faisait des réunions aux toilettes. Pardon mais c'est un autre monde que le nôtre, ça. Si, déso pas du tout déso. Ou alors on va pas aux mêmes soirées. Bref, le parcours de l'humanité n'a aucun sens.
 ",Caustic Comedy Club,Caustic Comedy Club - Carouge,https://etickets.storage5.infomaniak.com/events/thumbnail/70726bf4-c529-4339-9cf9-78cb91fe59c9.jpg?1732989883,https://infomaniak.events/fr-ch/humour-et-comedie/manon-bril-rodage-en-mode-tranquille/6XicixT9CvS5cAGhmH6f3v0wNQKc,N/A
Tania Dutel - Nouveau spectacle,ven. 4 avr. 2025,2025-04-04T20:00:00+02:00,2025-04-04T20:00:00+02:00,"Au moment où vous lisez ces lignes, ce spectacle n’est pas encore écrit...
 
Mais on a demandé à Tania Dutel un résumé :
 
« Je vais être très honnête, je ne sais pas quelle direction ce spectacle va prendre. Tout ce que je peux te dire, c’est que je vais passer toutes mes soirées en Comedy Club pour être sûre que ça fonctionne à Vernier donc normalement, ça sera drôle.
 
Après tu connais, nous n’avons pas tous les mêmes grilles de lecture ».
 
Au moins, vous serez prévenu !
 
Humour
Durée : 1h10
Déconseillé aux moins de 16 ans",Salle du Lignon,Salle du Lignon - Vernier,https://etickets.storage5.infomaniak.com/events/thumbnail/fa931d65-2afe-4450-ad41-6f85c63b3d42.jpg?1730385024,https://infomaniak.events/fr-ch/humour-et-comedie/tania-dutel-nouveau-spectacle/5bQm6oQgxus8c5jhdut4911TCFC5,N/A
AU DIAPASON,ven. 4 avr. - dim. 13 avr. 2025,2025-04-04T19:00:00+02:00,2025-04-13T17:00:00+02:00,"Spectacle en chansons, la vie est en-chantée !",Thêatre Am Stram Gram,Thêatre Am Stram Gram - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/6fd5993e-77fe-465c-acee-210ed5eb7252.jpg?1730111425,https://infomaniak.events/fr-ch/theatre/au-diapason/62P9MjZNt2I6dKWsyTcf0d1orJZI,N/A
"Scoooootch ! - Les Nouveaux Ballets du Nord-Pas de Calais, Amélie Poirier",sam. 29 mars - dim. 30 mars 2025,2025-03-29T15:00:00+01:00,2025-03-30T10:00:00+02:00,"Dérouler, coller, couper, recoller… entre les mains de trois rockeuses-danseuses-marionnettistes-comédiennes, le scotch est la matière première d’une performance ludique et graphique. 
 
Tout en chuchotant une comptine rock, les trois artistes déroulent indéfiniment leur ruban adhésif, tracent des lignes horizontales ou verticales pour dessiner dans l’espace. Elles se construisent des cabanes ou des compagnons de jeu en déchirant, tordant, arrachant le papier collant.
 
Parfois, le scotch les dépasse et les emmène un peu plus loin que prévu, dans la joie de l’insoupçonné, à l’écoute de l’imprévisible. Parfois aussi, il aide à recoller les morceaux entre les unes et les autres.
 
L’imaginaire des enfants est sans cesse sollicité pour trouver le meilleur tracé. Ils et elles découvrent qu’on peut aussi se tromper et tout casser pour recommencer ailleurs… Une aventure ludique aussi adhésive que philosophique !
 
ATELIER DE CONSTRUCTION DE MARIONNETTES Après le spectacle, les comédiennes vous invitent à découvrir toutes les surprises que peut offrir la matière première du spectacle : le scotch. En récupérant le ruban adhésif utilisé pour la représentation, construisez de petites marionnettes collantes et colorées.
 
Théâtre d'objets
Durée : 35min
Dès 2 ans",Salle du Lignon,Salle du Lignon - Vernier,https://etickets.storage5.infomaniak.com/events/thumbnail/dc0e6377-576c-4a74-8a4b-6b9962efb2f5.jpg?1724919304,https://infomaniak.events/fr-ch/theatre/scoooootch-les-nouveaux-ballets-du-nord-pas-de-calais-amelie-poirier/8cMeRAuzi1y6dKWsyTcf0d1TDPVi,N/A
Polyglots,sam. 28 sept. 2024 - ven. 23 mai 2025,2024-09-28T19:00:00+02:00,2025-05-23T20:00:00+02:00,"Il n’y a no script. Sur scène, nobody ne sait what will se passer. Vous suggest les themes and la comedy prend vie right sous vos yeux. Watch us make stuff up – en plusieurs langues. You’ll laugh, nous allons rire, the world will be a slightly better place, et le monde deviendra meilleur.Compagnie PolyglotsAvec : Christian Baumann, Paul Berrocal, Viki Lazar, Lia Leveillé, Daire O’ Doherty et quelques invité·es",Théâtre le douze dix-huit,Théâtre le douze dix-huit - Le Grand-Saconnex,https://etickets.storage5.infomaniak.com/events/thumbnail/0c119185-0b43-4a13-bbf2-117fb1bd9a74.jpg?1727539226,https://infomaniak.events/fr-ch/theatre/polyglots/6tsi1FnsJXu8c5jhdut4910uB0vx,N/A
LEÏLA HUISSOUD + VICTOR SOLF,mer. 19 mars 2025,2025-03-19T20:00:00+01:00,2025-03-19T20:00:00+01:00,"CONFIGURATION
- Ce concert est prévu assis.
 
INFOS GÉNÉRALES
- Retrouver toutes les informations billetteries détaillées (détails justificatifs, tarifs, ...) sur notre page ICI",Casino Théâtre,Casino Théâtre - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/7355bc29-8111-4286-8f40-8886905ba338.jpg?1732801507,https://infomaniak.events/fr-ch/concerts/leila-huissoud-victor-solf/8BKh9a6C2KY79rwmVraOW11UJKSi,N/A
Je m'appelle Asher Lev,mar. 18 mars 2025,2025-03-18T20:00:00+01:00,2025-03-18T20:00:00+01:00,"Une nomination et un Molière
Durée: 1h30
Dès 12 ans",Salle communale d'Onex,Salle communale d'Onex,https://etickets.storage5.infomaniak.com/events/thumbnail/821b094a-7be5-488d-bdea-37743049769f.jpg?1728568823,https://infomaniak.events/fr-ch/theatre/je-mappelle-asher-lev/5cHkL9oJyRW8c5jhdut4912AUf5Y,Bientôt complet
Bate Fado,mer. 19 févr. 2025,2025-02-19T20:30:00+01:00,2025-02-19T20:30:00+01:00,"Au carrefour entre danse et concert, ce spectacle hybride revisite avec une actualité percutante la danse fado du 19ème. Neuf danseurs, musiciens et chanteurs allient leur talent pour cet hommage irrévérencieux.",Théâtre Forum Meyrin,Théâtre Forum Meyrin,https://etickets.storage5.infomaniak.com/events/thumbnail/364d04b4-1e30-4311-ad21-f60a9f8edbfc.jpg?1733130297,https://infomaniak.events/fr-ch/theatre/bate-fado/6czmDoLI1dC6cs8Z0ijz9K1wrwZb,N/A
La vraie histoire du Père Noël,dim. 15 déc.,2024-12-15T11:00:00+01:00,2024-12-15T11:00:00+01:00,"Le Père Noël est vieux, aussi vieux que le monde… Son histoire est longue et aventureuse, car il a beaucoup voyagé et changé de pays et de nom.
 
Il naît dans les régions blanches et glaciales du Pôle Nord. Quand son menton se couvre d’une grande barbe blanche, les gens se mettent à l’appeler « Grand-père Gel » il y en a même qui disent qu’il est marié à la merveilleuse Fée du Printemps ! Il a une irrésistible envie de voyager, il visite d’abord les pays d’Europe du Nord, où il se fait appeler « Klaus » et offre des biscuits délicieux, à la fin, il atterrit aux Etats-Unis, où il se retrouve à faire de la pub pour une boisson pétillante ! Mais à quel moment ce vieux bonhomme extraordinaire est devenu le Père Noël que tout le monde connaît ?
 
Découvrez cette histoire merveilleuse dans une ambiance de conte de fée, créée par des projections et des images animées.",Espace Culturel du Bois-Des-Arts,Espace Culturel du Bois-Des-Arts - Thônex,https://etickets.storage5.infomaniak.com/events/thumbnail/8a3c199e-6ba3-4b0b-bc2c-b9c4acb1620d.jpg?1732873503,https://infomaniak.events/fr-ch/theatre/la-vraie-histoire-du-pere-noel/9dLVB3InKlOAFhz2MhOXxo13BGYP,N/A
Projection et discussion autour du film : 'À la rencontre de mon père' (2023),mar. 5 nov. - mar. 10 déc.,2024-11-05T18:30:00+01:00,2024-12-10T18:30:00+01:00,"""À la rencontre de mon père"" d'Edmond RICHEMOND et Simon MALLER, France, documentaire, 40 min, Gala Productions, 2023
 
Ce film documentaire a la caractéristique propre et l'atout d'avoir été co-réalisé par Simon Maller et son grand-père Edmond Richemond, âgé aujourd'hui de 95 ans.
 Sollicité par ses enfants et petits-enfants sur un étrange épisode auquel il a assisté dans sa famille  et dans son immeuble à l'âge de 11 ans, soit au moment de l'occupation par les Allemands de Paris - en 1940 -, Edmond Richemond se voit poussé à enquêter avec eux sur les traces de son père, Rachmil (Rudy) Rajchman, personnalité très impliquée avant-guerre dans la vie juive communautaire, et notamment en tant que président de l’Union des Juifs polonais de France.
 
En présence de Simon Maller (sur place) et d'Edmond Richemond (par Zoom)
 
En partenariat avec le Cercle Martin Buber et le GIL
 ",Maison Juive Dumas,Maison Juive Dumas - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/ec4b2c80-e204-45e1-a480-0a0fd6f5d001.jpg?1733171428,https://infomaniak.events/fr-ch/loisirs/projection-et-discussion-autour-du-film-a-la-rencontre-de-mon-pere-2023/5xhatIkE7c28c5jhdut4911nldse,N/A
"Lise Dehurtevent ""ça pérégrine""",ven. 10 janv. - sam. 11 janv. 2025,2025-01-10T19:00:00+01:00,2025-01-11T19:00:00+01:00,"Dans ce premier spectacle, Lise pérégrine de thèmes en thèmes et retrace un bout de vie. Le temps des voyages, le temps de la banqueroute et le temps d’attente... jusqu’au prochain cycle de voyages.
 
En apportant un regard nouveau et rafraîchissant sur le monde d’aujourd’hui, elle nous embarque dans un univers piquant et plein d’imaginaire.
 
En 2023 elle remporte le prix d’écriture SACD du festival de Paris.",Caustic Comedy Club,Caustic Comedy Club - Carouge,https://etickets.storage5.infomaniak.com/events/thumbnail/dd699c4a-edd3-45de-b098-dd313cefbb86.jpg?1732989881,https://infomaniak.events/fr-ch/humour-et-comedie/lise-dehurtevent-ca-peregrine/9nvOy88f4viAFhz2MhOXxo1qusL3,N/A
Les Virtuoses,mer. 12 mars - jeu. 13 mars 2025,2025-03-12T20:00:00+01:00,2025-03-13T20:00:00+01:00,"NOUVEAU SPECTACLE ""Opus 2""
Durée: 1h20
Dès 7 ans
En partenariat avec le Service culturel Migros Genève",Salle communale d'Onex,Salle communale d'Onex,https://etickets.storage5.infomaniak.com/events/thumbnail/2b78b61c-f182-4941-b645-e0736f05a0ce.jpg?1732715101,https://infomaniak.events/fr-ch/humour-et-comedie/les-virtuoses/7UbQzbT4lDG5cAGhmH6f3v2ASRp9,Bientôt complet
Les petits papiers de Léopoldine,dim. 2 mars 2025,2025-03-02T11:00:00+01:00,2025-03-02T11:00:00+01:00,"Cie Léopoldine Papier
Récrés-Spectacles durée: 45 min
Dès 5 ans",Le Manège,Le Manège - Onex,https://etickets.storage5.infomaniak.com/events/thumbnail/628de03d-85bf-4417-886b-412402145b49.jpg?1732525224,https://infomaniak.events/fr-ch/famille/les-petits-papiers-de-leopoldine/8XGa573BeUc8c5jhdut4912BSdY0,N/A
"Non ! Je veux pas - Marjolaine Minot, Günther Baldauf",dim. 13 avr. 2025,2025-04-13T15:00:00+02:00,2025-04-13T15:00:00+02:00,"Créé au Théâtre Am Stram Gram en collaboration avec le metteur en scène Fabrice Melquiot, Non ! Je veux pas traite du thème de l’opposition et de l’affirmation de soi, avec sur scène, une actrice, un beatboxer et une chanteuse lyrique.
 
Non ! je veux pas proclame l’enfant, pour exprimer son refus, son insatisfaction, son incompréhension ou tout simplement son désir d’exister. En même temps que l’enfant dit « non », il dit « je » et prend le risque de manifester ses désirs.
 
Speaker B, beatboxer, l’un des meilleurs en Suisse, cache dans sa gorge tout un orchestre qui en fait un créateur sonore à nul autre pareil.
 
Prune Guillaumon, chanteuse lyrique, par sa fantaisie et son audace, compose un arsenal anticonventions. L’association des trois artistes, sous le regard acéré de Günther Baldauf, est une explosion scénique inventive et débridée à l’adresse des plus jeunes.
 
Pour rappeler à tous que l’enfance est un tourbillon des sens, une polka des sentiments, une suite sans fin d’oppositions qui emporte tout.
 
Théâtre · Chant lyrique · Beatbox
Durée : 35min
Dès 3 ans",Salle du Lignon,Salle du Lignon - Vernier,https://etickets.storage5.infomaniak.com/events/thumbnail/638317be-fc49-4ee4-a314-1c11447f314d.jpg?1727266504,https://infomaniak.events/fr-ch/theatre/non-je-veux-pas-marjolaine-minot-gunther-baldauf/8rRI6fAwSVW6dKWsyTcf0d1TJONg,N/A
